lider,Agent_ID,nivel,Date,dias_semana,meta,trabalha
60,115,3,2077-01-01,Sexta-feira,0.0,False
60,115,3,2077-01-02,Sábado,3.5999999999999996,True
60,115,3,2077-01-04,Segunda-feira,0.0,False
60,115,3,2077-01-05,Terça-feira,3.5999999999999996,True
60,115,3,2077-01-06,Quarta-feira,3.5999999999999996,True
60,115,3,2077-01-08,Sexta-feira,0.0,False
60,115,3,2077-01-09,Sábado,3.5999999999999996,True
60,115,3,2077-01-11,Segunda-feira,0.0,False
60,115,3,2077-01-12,Terça-feira,3.5999999999999996,True
60,115,3,2077-01-13,Quarta-feira,3.5999999999999996,True
60,115,3,2077-01-15,Sexta-feira,0.0,False
60,115,3,2077-01-16,Sábado,3.5999999999999996,True
60,115,3,2077-01-18,Segunda-feira,0.0,False
60,115,3,2077-01-19,Terça-feira,3.5999999999999996,True
60,115,3,2077-01-20,Quarta-feira,3.5999999999999996,True
60,115,3,2077-01-22,Sexta-feira,0.0,False
60,115,3,2077-01-23,Sábado,3.5999999999999996,True
60,115,3,2077-01-25,Segunda-feira,0.0,False
60,115,3,2077-01-26,Terça-feira,3.5999999999999996,True
60,115,3,2077-01-27,Quarta-feira,3.5999999999999996,True
60,115,3,2077-01-29,Sexta-feira,0.0,False
60,115,3,2077-01-30,Sábado,3.5999999999999996,True
60,116,4,2077-01-01,Sexta-feira,0.0,False
60,116,4,2077-01-03,Domingo,0.0,False
60,116,4,2077-01-04,Segunda-feira,4.625,True
60,116,4,2077-01-05,Terça-feira,4.625,True
60,116,4,2077-01-06,Quarta-feira,4.625,True
60,116,4,2077-01-08,Sexta-feira,0.0,False
60,116,4,2077-01-10,Domingo,0.0,False
60,116,4,2077-01-11,Segunda-feira,4.625,True
60,116,4,2077-01-12,Terça-feira,4.625,True
60,116,4,2077-01-13,Quarta-feira,4.625,True
60,116,4,2077-01-15,Sexta-feira,0.0,False
60,116,4,2077-01-17,Domingo,0.0,False
60,116,4,2077-01-18,Segunda-feira,4.625,True
60,116,4,2077-01-19,Terça-feira,4.625,True
60,116,4,2077-01-20,Quarta-feira,4.625,True
60,116,4,2077-01-22,Sexta-feira,0.0,False
60,116,4,2077-01-25,Segunda-feira,4.625,True
60,116,4,2077-01-26,Terça-feira,4.625,True
60,116,4,2077-01-27,Quarta-feira,4.625,True
60,116,4,2077-01-29,Sexta-feira,0.0,False
60,116,4,2077-01-31,Domingo,0.0,False
60,117,2,2077-01-01,Sexta-feira,0.0,False
60,117,2,2077-01-02,Sábado,4.07,True
60,117,2,2077-01-03,Domingo,4.07,True
60,117,2,2077-01-04,Segunda-feira,4.07,True
60,117,2,2077-01-06,Quarta-feira,0.0,False
60,117,2,2077-01-08,Sexta-feira,0.0,False
60,117,2,2077-01-09,Sábado,4.07,True
60,117,2,2077-01-10,Domingo,4.07,True
60,117,2,2077-01-11,Segunda-feira,4.07,True
60,117,2,2077-01-13,Quarta-feira,0.0,False
60,117,2,2077-01-15,Sexta-feira,0.0,False
60,117,2,2077-01-16,Sábado,4.07,True
60,117,2,2077-01-17,Domingo,4.07,True
60,117,2,2077-01-18,Segunda-feira,4.07,True
60,117,2,2077-01-20,Quarta-feira,0.0,False
60,117,2,2077-01-22,Sexta-feira,0.0,False
60,117,2,2077-01-23,Sábado,4.07,True
60,117,2,2077-01-25,Segunda-feira,4.07,True
60,117,2,2077-01-27,Quarta-feira,0.0,False
60,117,2,2077-01-29,Sexta-feira,0.0,False
60,117,2,2077-01-30,Sábado,4.07,True
60,117,2,2077-01-31,Domingo,4.07,True
45,118,3,2077-01-01,Sexta-feira,3.5999999999999996,True
45,118,3,2077-01-03,Domingo,0.0,False
45,118,3,2077-01-04,Segunda-feira,3.5999999999999996,True
45,118,3,2077-01-06,Quarta-feira,0.0,False
45,118,3,2077-01-07,Quinta-Feira,3.5999999999999996,True
45,118,3,2077-01-08,Sexta-feira,3.5999999999999996,True
45,118,3,2077-01-10,Domingo,0.0,False
45,118,3,2077-01-11,Segunda-feira,3.5999999999999996,True
45,118,3,2077-01-13,Quarta-feira,0.0,False
45,118,3,2077-01-14,Quinta-Feira,3.5999999999999996,True
45,118,3,2077-01-15,Sexta-feira,3.5999999999999996,True
45,118,3,2077-01-17,Domingo,0.0,False
45,118,3,2077-01-18,Segunda-feira,3.5999999999999996,True
45,118,3,2077-01-20,Quarta-feira,0.0,False
45,118,3,2077-01-21,Quinta-Feira,3.5999999999999996,True
45,118,3,2077-01-22,Sexta-feira,3.5999999999999996,True
45,118,3,2077-01-25,Segunda-feira,3.5999999999999996,True
45,118,3,2077-01-27,Quarta-feira,0.0,False
45,118,3,2077-01-28,Quinta-Feira,3.5999999999999996,True
45,118,3,2077-01-29,Sexta-feira,3.5999999999999996,True
45,118,3,2077-01-31,Domingo,0.0,False
41,119,3,2077-01-02,Sábado,0.0,False
41,119,3,2077-01-04,Segunda-feira,0.0,False
41,119,3,2077-01-05,Terça-feira,4.8,True
41,119,3,2077-01-06,Quarta-feira,4.8,True
41,119,3,2077-01-07,Quinta-Feira,4.8,True
41,119,3,2077-01-09,Sábado,0.0,False
41,119,3,2077-01-11,Segunda-feira,0.0,False
41,119,3,2077-01-12,Terça-feira,4.8,True
41,119,3,2077-01-13,Quarta-feira,4.8,True
41,119,3,2077-01-14,Quinta-Feira,4.8,True
41,119,3,2077-01-16,Sábado,0.0,False
41,119,3,2077-01-18,Segunda-feira,0.0,False
41,119,3,2077-01-19,Terça-feira,4.8,True
41,119,3,2077-01-20,Quarta-feira,4.8,True
41,119,3,2077-01-21,Quinta-Feira,4.8,True
41,119,3,2077-01-23,Sábado,0.0,False
41,119,3,2077-01-25,Segunda-feira,0.0,False
41,119,3,2077-01-26,Terça-feira,4.8,True
41,119,3,2077-01-27,Quarta-feira,4.8,True
41,119,3,2077-01-28,Quinta-Feira,4.8,True
41,119,3,2077-01-30,Sábado,0.0,False
29,120,2,2077-01-01,Sexta-feira,4.07,True
29,120,2,2077-01-02,Sábado,4.07,True
29,120,2,2077-01-03,Domingo,4.07,True
29,120,2,2077-01-06,Quarta-feira,0.0,False
29,120,2,2077-01-07,Quinta-Feira,4.07,True
29,120,2,2077-01-08,Sexta-feira,4.07,True
29,120,2,2077-01-09,Sábado,4.07,True
29,120,2,2077-01-10,Domingo,4.07,True
29,120,2,2077-01-13,Quarta-feira,0.0,False
29,120,2,2077-01-14,Quinta-Feira,4.07,True
29,120,2,2077-01-15,Sexta-feira,4.07,True
29,120,2,2077-01-16,Sábado,4.07,True
29,120,2,2077-01-17,Domingo,4.07,True
29,120,2,2077-01-20,Quarta-feira,0.0,False
29,120,2,2077-01-21,Quinta-Feira,4.07,True
29,120,2,2077-01-22,Sexta-feira,4.07,True
29,120,2,2077-01-23,Sábado,4.07,True
29,120,2,2077-01-27,Quarta-feira,0.0,False
29,120,2,2077-01-28,Quinta-Feira,4.07,True
29,120,2,2077-01-29,Sexta-feira,4.07,True
29,120,2,2077-01-30,Sábado,4.07,True
29,120,2,2077-01-31,Domingo,4.07,True
15,121,2,2077-01-02,Sábado,0.0,False
15,121,2,2077-01-04,Segunda-feira,0.0,False
15,121,2,2077-01-05,Terça-feira,4.07,True
15,121,2,2077-01-06,Quarta-feira,4.07,True
15,121,2,2077-01-07,Quinta-Feira,4.07,True
15,121,2,2077-01-09,Sábado,0.0,False
15,121,2,2077-01-11,Segunda-feira,0.0,False
15,121,2,2077-01-12,Terça-feira,4.07,True
15,121,2,2077-01-13,Quarta-feira,4.07,True
15,121,2,2077-01-14,Quinta-Feira,4.07,True
15,121,2,2077-01-16,Sábado,0.0,False
15,121,2,2077-01-18,Segunda-feira,0.0,False
15,121,2,2077-01-19,Terça-feira,4.07,True
15,121,2,2077-01-20,Quarta-feira,4.07,True
15,121,2,2077-01-21,Quinta-Feira,4.07,True
15,121,2,2077-01-23,Sábado,0.0,False
15,121,2,2077-01-25,Segunda-feira,0.0,False
15,121,2,2077-01-26,Terça-feira,4.07,True
15,121,2,2077-01-27,Quarta-feira,4.07,True
15,121,2,2077-01-28,Quinta-Feira,4.07,True
15,121,2,2077-01-30,Sábado,0.0,False
45,122,1,2077-01-02,Sábado,0.0,False
45,122,1,2077-01-03,Domingo,3.7,True
45,122,1,2077-01-04,Segunda-feira,3.7,True
45,122,1,2077-01-05,Terça-feira,3.7,True
45,122,1,2077-01-07,Quinta-Feira,0.0,False
45,122,1,2077-01-09,Sábado,0.0,False
45,122,1,2077-01-10,Domingo,3.7,True
45,122,1,2077-01-11,Segunda-feira,3.7,True
45,122,1,2077-01-12,Terça-feira,3.7,True
45,122,1,2077-01-14,Quinta-Feira,0.0,False
45,122,1,2077-01-16,Sábado,0.0,False
45,122,1,2077-01-17,Domingo,3.7,True
45,122,1,2077-01-18,Segunda-feira,3.7,True
45,122,1,2077-01-19,Terça-feira,3.7,True
45,122,1,2077-01-21,Quinta-Feira,0.0,False
45,122,1,2077-01-23,Sábado,0.0,False
45,122,1,2077-01-25,Segunda-feira,3.7,True
45,122,1,2077-01-26,Terça-feira,3.7,True
45,122,1,2077-01-28,Quinta-Feira,0.0,False
45,122,1,2077-01-30,Sábado,0.0,False
45,122,1,2077-01-31,Domingo,3.7,True
1,123,3,2077-01-01,Sexta-feira,3.5999999999999996,True
1,123,3,2077-01-02,Sábado,3.5999999999999996,True
1,123,3,2077-01-05,Terça-feira,0.0,False
1,123,3,2077-01-06,Quarta-feira,3.5999999999999996,True
1,123,3,2077-01-07,Quinta-Feira,3.5999999999999996,True
1,123,3,2077-01-08,Sexta-feira,3.5999999999999996,True
1,123,3,2077-01-09,Sábado,3.5999999999999996,True
1,123,3,2077-01-12,Terça-feira,0.0,False
1,123,3,2077-01-13,Quarta-feira,3.5999999999999996,True
1,123,3,2077-01-14,Quinta-Feira,3.5999999999999996,True
1,123,3,2077-01-15,Sexta-feira,3.5999999999999996,True
1,123,3,2077-01-16,Sábado,3.5999999999999996,True
1,123,3,2077-01-19,Terça-feira,0.0,False
1,123,3,2077-01-20,Quarta-feira,3.5999999999999996,True
1,123,3,2077-01-21,Quinta-Feira,3.5999999999999996,True
1,123,3,2077-01-22,Sexta-feira,3.5999999999999996,True
1,123,3,2077-01-23,Sábado,3.5999999999999996,True
1,123,3,2077-01-26,Terça-feira,0.0,False
1,123,3,2077-01-27,Quarta-feira,3.5999999999999996,True
1,123,3,2077-01-28,Quinta-Feira,3.5999999999999996,True
1,123,3,2077-01-29,Sexta-feira,3.5999999999999996,True
1,123,3,2077-01-30,Sábado,3.5999999999999996,True
25,124,5,2077-01-01,Sexta-feira,0.0,False
25,124,5,2077-01-02,Sábado,5.2,True
25,124,5,2077-01-04,Segunda-feira,0.0,False
25,124,5,2077-01-05,Terça-feira,5.2,True
25,124,5,2077-01-06,Quarta-feira,5.2,True
25,124,5,2077-01-08,Sexta-feira,0.0,False
25,124,5,2077-01-09,Sábado,5.2,True
25,124,5,2077-01-11,Segunda-feira,0.0,False
25,124,5,2077-01-12,Terça-feira,5.2,True
25,124,5,2077-01-13,Quarta-feira,5.2,True
25,124,5,2077-01-15,Sexta-feira,0.0,False
25,124,5,2077-01-16,Sábado,5.2,True
25,124,5,2077-01-18,Segunda-feira,0.0,False
25,124,5,2077-01-19,Terça-feira,5.2,True
25,124,5,2077-01-20,Quarta-feira,5.2,True
25,124,5,2077-01-22,Sexta-feira,0.0,False
25,124,5,2077-01-23,Sábado,5.2,True
25,124,5,2077-01-25,Segunda-feira,0.0,False
25,124,5,2077-01-26,Terça-feira,5.2,True
25,124,5,2077-01-27,Quarta-feira,5.2,True
25,124,5,2077-01-29,Sexta-feira,0.0,False
25,124,5,2077-01-30,Sábado,5.2,True
7,125,2,2077-01-02,Sábado,0.0,False
7,125,2,2077-01-03,Domingo,3.3000000000000003,True
7,125,2,2077-01-05,Terça-feira,0.0,False
7,125,2,2077-01-06,Quarta-feira,3.3000000000000003,True
7,125,2,2077-01-07,Quinta-Feira,3.3000000000000003,True
7,125,2,2077-01-09,Sábado,0.0,False
7,125,2,2077-01-10,Domingo,3.3000000000000003,True
7,125,2,2077-01-12,Terça-feira,0.0,False
7,125,2,2077-01-13,Quarta-feira,3.3000000000000003,True
7,125,2,2077-01-14,Quinta-Feira,3.3000000000000003,True
7,125,2,2077-01-16,Sábado,0.0,False
7,125,2,2077-01-17,Domingo,3.3000000000000003,True
7,125,2,2077-01-19,Terça-feira,0.0,False
7,125,2,2077-01-20,Quarta-feira,3.3000000000000003,True
7,125,2,2077-01-21,Quinta-Feira,3.3000000000000003,True
7,125,2,2077-01-23,Sábado,0.0,False
7,125,2,2077-01-26,Terça-feira,0.0,False
7,125,2,2077-01-27,Quarta-feira,3.3000000000000003,True
7,125,2,2077-01-28,Quinta-Feira,3.3000000000000003,True
7,125,2,2077-01-30,Sábado,0.0,False
7,125,2,2077-01-31,Domingo,3.3000000000000003,True
9,126,2,2077-01-01,Sexta-feira,3.3000000000000003,True
9,126,2,2077-01-02,Sábado,3.3000000000000003,True
9,126,2,2077-01-04,Segunda-feira,0.0,False
9,126,2,2077-01-05,Terça-feira,3.3000000000000003,True
9,126,2,2077-01-07,Quinta-Feira,0.0,False
9,126,2,2077-01-08,Sexta-feira,3.3000000000000003,True
9,126,2,2077-01-09,Sábado,3.3000000000000003,True
9,126,2,2077-01-11,Segunda-feira,0.0,False
9,126,2,2077-01-12,Terça-feira,3.3000000000000003,True
9,126,2,2077-01-14,Quinta-Feira,0.0,False
9,126,2,2077-01-15,Sexta-feira,3.3000000000000003,True
9,126,2,2077-01-16,Sábado,3.3000000000000003,True
9,126,2,2077-01-18,Segunda-feira,0.0,False
9,126,2,2077-01-19,Terça-feira,3.3000000000000003,True
9,126,2,2077-01-21,Quinta-Feira,0.0,False
9,126,2,2077-01-22,Sexta-feira,3.3000000000000003,True
9,126,2,2077-01-23,Sábado,3.3000000000000003,True
9,126,2,2077-01-25,Segunda-feira,0.0,False
9,126,2,2077-01-26,Terça-feira,3.3000000000000003,True
9,126,2,2077-01-28,Quinta-Feira,0.0,False
9,126,2,2077-01-29,Sexta-feira,3.3000000000000003,True
9,126,2,2077-01-30,Sábado,3.3000000000000003,True
24,127,4,2077-01-01,Sexta-feira,5.0,True
24,127,4,2077-01-02,Sábado,5.0,True
24,127,4,2077-01-05,Terça-feira,0.0,False
24,127,4,2077-01-06,Quarta-feira,5.0,True
24,127,4,2077-01-07,Quinta-Feira,5.0,True
24,127,4,2077-01-08,Sexta-feira,5.0,True
24,127,4,2077-01-09,Sábado,5.0,True
24,127,4,2077-01-12,Terça-feira,0.0,False
24,127,4,2077-01-13,Quarta-feira,5.0,True
24,127,4,2077-01-14,Quinta-Feira,5.0,True
24,127,4,2077-01-15,Sexta-feira,5.0,True
24,127,4,2077-01-16,Sábado,5.0,True
24,127,4,2077-01-19,Terça-feira,0.0,False
24,127,4,2077-01-20,Quarta-feira,5.0,True
24,127,4,2077-01-21,Quinta-Feira,5.0,True
24,127,4,2077-01-22,Sexta-feira,5.0,True
24,127,4,2077-01-23,Sábado,5.0,True
24,127,4,2077-01-26,Terça-feira,0.0,False
24,127,4,2077-01-27,Quarta-feira,5.0,True
24,127,4,2077-01-28,Quinta-Feira,5.0,True
24,127,4,2077-01-29,Sexta-feira,5.0,True
24,127,4,2077-01-30,Sábado,5.0,True
1,128,5,2077-01-03,Domingo,0.0,False
1,128,5,2077-01-04,Segunda-feira,3.9000000000000004,True
1,128,5,2077-01-05,Terça-feira,3.9000000000000004,True
1,128,5,2077-01-06,Quarta-feira,3.9000000000000004,True
1,128,5,2077-01-07,Quinta-Feira,3.9000000000000004,True
1,128,5,2077-01-10,Domingo,0.0,False
1,128,5,2077-01-11,Segunda-feira,3.9000000000000004,True
1,128,5,2077-01-12,Terça-feira,3.9000000000000004,True
1,128,5,2077-01-13,Quarta-feira,3.9000000000000004,True
1,128,5,2077-01-14,Quinta-Feira,3.9000000000000004,True
1,128,5,2077-01-17,Domingo,0.0,False
1,128,5,2077-01-18,Segunda-feira,3.9000000000000004,True
1,128,5,2077-01-19,Terça-feira,3.9000000000000004,True
1,128,5,2077-01-20,Quarta-feira,3.9000000000000004,True
1,128,5,2077-01-21,Quinta-Feira,3.9000000000000004,True
1,128,5,2077-01-25,Segunda-feira,3.9000000000000004,True
1,128,5,2077-01-26,Terça-feira,3.9000000000000004,True
1,128,5,2077-01-27,Quarta-feira,3.9000000000000004,True
1,128,5,2077-01-28,Quinta-Feira,3.9000000000000004,True
1,128,5,2077-01-31,Domingo,0.0,False
44,129,5,2077-01-02,Sábado,0.0,False
44,129,5,2077-01-03,Domingo,5.2,True
44,129,5,2077-01-04,Segunda-feira,5.2,True
44,129,5,2077-01-05,Terça-feira,5.2,True
44,129,5,2077-01-06,Quarta-feira,5.2,True
44,129,5,2077-01-09,Sábado,0.0,False
44,129,5,2077-01-10,Domingo,5.2,True
44,129,5,2077-01-11,Segunda-feira,5.2,True
44,129,5,2077-01-12,Terça-feira,5.2,True
44,129,5,2077-01-13,Quarta-feira,5.2,True
44,129,5,2077-01-16,Sábado,0.0,False
44,129,5,2077-01-17,Domingo,5.2,True
44,129,5,2077-01-18,Segunda-feira,5.2,True
44,129,5,2077-01-19,Terça-feira,5.2,True
44,129,5,2077-01-20,Quarta-feira,5.2,True
44,129,5,2077-01-23,Sábado,0.0,False
44,129,5,2077-01-25,Segunda-feira,5.2,True
44,129,5,2077-01-26,Terça-feira,5.2,True
44,129,5,2077-01-27,Quarta-feira,5.2,True
44,129,5,2077-01-30,Sábado,0.0,False
44,129,5,2077-01-31,Domingo,5.2,True
8,130,2,2077-01-01,Sexta-feira,4.07,True
8,130,2,2077-01-02,Sábado,4.07,True
8,130,2,2077-01-03,Domingo,4.07,True
8,130,2,2077-01-04,Segunda-feira,4.07,True
8,130,2,2077-01-07,Quinta-Feira,0.0,False
8,130,2,2077-01-08,Sexta-feira,4.07,True
8,130,2,2077-01-09,Sábado,4.07,True
8,130,2,2077-01-10,Domingo,4.07,True
8,130,2,2077-01-11,Segunda-feira,4.07,True
8,130,2,2077-01-14,Quinta-Feira,0.0,False
8,130,2,2077-01-15,Sexta-feira,4.07,True
8,130,2,2077-01-16,Sábado,4.07,True
8,130,2,2077-01-17,Domingo,4.07,True
8,130,2,2077-01-18,Segunda-feira,4.07,True
8,130,2,2077-01-21,Quinta-Feira,0.0,False
8,130,2,2077-01-22,Sexta-feira,4.07,True
8,130,2,2077-01-23,Sábado,4.07,True
8,130,2,2077-01-25,Segunda-feira,4.07,True
8,130,2,2077-01-28,Quinta-Feira,0.0,False
8,130,2,2077-01-29,Sexta-feira,4.07,True
8,130,2,2077-01-30,Sábado,4.07,True
8,130,2,2077-01-31,Domingo,4.07,True
24,131,1,2077-01-01,Sexta-feira,0.0,False
24,131,1,2077-01-02,Sábado,4.0,True
24,131,1,2077-01-03,Domingo,4.0,True
24,131,1,2077-01-04,Segunda-feira,4.0,True
24,131,1,2077-01-06,Quarta-feira,0.0,False
24,131,1,2077-01-08,Sexta-feira,0.0,False
24,131,1,2077-01-09,Sábado,4.0,True
24,131,1,2077-01-10,Domingo,4.0,True
24,131,1,2077-01-11,Segunda-feira,4.0,True
24,131,1,2077-01-13,Quarta-feira,0.0,False
24,131,1,2077-01-15,Sexta-feira,0.0,False
24,131,1,2077-01-16,Sábado,4.0,True
24,131,1,2077-01-17,Domingo,4.0,True
24,131,1,2077-01-18,Segunda-feira,4.0,True
24,131,1,2077-01-20,Quarta-feira,0.0,False
24,131,1,2077-01-22,Sexta-feira,0.0,False
24,131,1,2077-01-23,Sábado,4.0,True
24,131,1,2077-01-25,Segunda-feira,4.0,True
24,131,1,2077-01-27,Quarta-feira,0.0,False
24,131,1,2077-01-29,Sexta-feira,0.0,False
24,131,1,2077-01-30,Sábado,4.0,True
24,131,1,2077-01-31,Domingo,4.0,True
11,132,4,2077-01-02,Sábado,0.0,False
11,132,4,2077-01-04,Segunda-feira,0.0,False
11,132,4,2077-01-05,Terça-feira,4.625,True
11,132,4,2077-01-06,Quarta-feira,4.625,True
11,132,4,2077-01-07,Quinta-Feira,4.625,True
11,132,4,2077-01-09,Sábado,0.0,False
11,132,4,2077-01-11,Segunda-feira,0.0,False
11,132,4,2077-01-12,Terça-feira,4.625,True
11,132,4,2077-01-13,Quarta-feira,4.625,True
11,132,4,2077-01-14,Quinta-Feira,4.625,True
11,132,4,2077-01-16,Sábado,0.0,False
11,132,4,2077-01-18,Segunda-feira,0.0,False
11,132,4,2077-01-19,Terça-feira,4.625,True
11,132,4,2077-01-20,Quarta-feira,4.625,True
11,132,4,2077-01-21,Quinta-Feira,4.625,True
11,132,4,2077-01-23,Sábado,0.0,False
11,132,4,2077-01-25,Segunda-feira,0.0,False
11,132,4,2077-01-26,Terça-feira,4.625,True
11,132,4,2077-01-27,Quarta-feira,4.625,True
11,132,4,2077-01-28,Quinta-Feira,4.625,True
11,132,4,2077-01-30,Sábado,0.0,False
51,133,5,2077-01-01,Sexta-feira,3.9000000000000004,True
51,133,5,2077-01-02,Sábado,3.9000000000000004,True
51,133,5,2077-01-04,Segunda-feira,0.0,False
51,133,5,2077-01-05,Terça-feira,3.9000000000000004,True
51,133,5,2077-01-07,Quinta-Feira,0.0,False
51,133,5,2077-01-08,Sexta-feira,3.9000000000000004,True
51,133,5,2077-01-09,Sábado,3.9000000000000004,True
51,133,5,2077-01-11,Segunda-feira,0.0,False
51,133,5,2077-01-12,Terça-feira,3.9000000000000004,True
51,133,5,2077-01-14,Quinta-Feira,0.0,False
51,133,5,2077-01-15,Sexta-feira,3.9000000000000004,True
51,133,5,2077-01-16,Sábado,3.9000000000000004,True
51,133,5,2077-01-18,Segunda-feira,0.0,False
51,133,5,2077-01-19,Terça-feira,3.9000000000000004,True
51,133,5,2077-01-21,Quinta-Feira,0.0,False
51,133,5,2077-01-22,Sexta-feira,3.9000000000000004,True
51,133,5,2077-01-23,Sábado,3.9000000000000004,True
51,133,5,2077-01-25,Segunda-feira,0.0,False
51,133,5,2077-01-26,Terça-feira,3.9000000000000004,True
51,133,5,2077-01-28,Quinta-Feira,0.0,False
51,133,5,2077-01-29,Sexta-feira,3.9000000000000004,True
51,133,5,2077-01-30,Sábado,3.9000000000000004,True
17,134,2,2077-01-01,Sexta-feira,3.3000000000000003,True
17,134,2,2077-01-03,Domingo,0.0,False
17,134,2,2077-01-04,Segunda-feira,3.3000000000000003,True
17,134,2,2077-01-05,Terça-feira,3.3000000000000003,True
17,134,2,2077-01-07,Quinta-Feira,0.0,False
17,134,2,2077-01-08,Sexta-feira,3.3000000000000003,True
17,134,2,2077-01-10,Domingo,0.0,False
17,134,2,2077-01-11,Segunda-feira,3.3000000000000003,True
17,134,2,2077-01-12,Terça-feira,3.3000000000000003,True
17,134,2,2077-01-14,Quinta-Feira,0.0,False
17,134,2,2077-01-15,Sexta-feira,3.3000000000000003,True
17,134,2,2077-01-17,Domingo,0.0,False
17,134,2,2077-01-18,Segunda-feira,3.3000000000000003,True
17,134,2,2077-01-19,Terça-feira,3.3000000000000003,True
17,134,2,2077-01-21,Quinta-Feira,0.0,False
17,134,2,2077-01-22,Sexta-feira,3.3000000000000003,True
17,134,2,2077-01-25,Segunda-feira,3.3000000000000003,True
17,134,2,2077-01-26,Terça-feira,3.3000000000000003,True
17,134,2,2077-01-28,Quinta-Feira,0.0,False
17,134,2,2077-01-29,Sexta-feira,3.3000000000000003,True
17,134,2,2077-01-31,Domingo,0.0,False
8,135,5,2077-01-01,Sexta-feira,0.0,False
8,135,5,2077-01-03,Domingo,0.0,False
8,135,5,2077-01-04,Segunda-feira,4.8100000000000005,True
8,135,5,2077-01-05,Terça-feira,4.8100000000000005,True
8,135,5,2077-01-06,Quarta-feira,4.8100000000000005,True
8,135,5,2077-01-08,Sexta-feira,0.0,False
8,135,5,2077-01-10,Domingo,0.0,False
8,135,5,2077-01-11,Segunda-feira,4.8100000000000005,True
8,135,5,2077-01-12,Terça-feira,4.8100000000000005,True
8,135,5,2077-01-13,Quarta-feira,4.8100000000000005,True
8,135,5,2077-01-15,Sexta-feira,0.0,False
8,135,5,2077-01-17,Domingo,0.0,False
8,135,5,2077-01-18,Segunda-feira,4.8100000000000005,True
8,135,5,2077-01-19,Terça-feira,4.8100000000000005,True
8,135,5,2077-01-20,Quarta-feira,4.8100000000000005,True
8,135,5,2077-01-22,Sexta-feira,0.0,False
8,135,5,2077-01-25,Segunda-feira,4.8100000000000005,True
8,135,5,2077-01-26,Terça-feira,4.8100000000000005,True
8,135,5,2077-01-27,Quarta-feira,4.8100000000000005,True
8,135,5,2077-01-29,Sexta-feira,0.0,False
8,135,5,2077-01-31,Domingo,0.0,False
35,136,4,2077-01-01,Sexta-feira,3.75,True
35,136,4,2077-01-04,Segunda-feira,0.0,False
35,136,4,2077-01-05,Terça-feira,3.75,True
35,136,4,2077-01-06,Quarta-feira,3.75,True
35,136,4,2077-01-07,Quinta-Feira,3.75,True
35,136,4,2077-01-08,Sexta-feira,3.75,True
35,136,4,2077-01-11,Segunda-feira,0.0,False
35,136,4,2077-01-12,Terça-feira,3.75,True
35,136,4,2077-01-13,Quarta-feira,3.75,True
35,136,4,2077-01-14,Quinta-Feira,3.75,True
35,136,4,2077-01-15,Sexta-feira,3.75,True
35,136,4,2077-01-18,Segunda-feira,0.0,False
35,136,4,2077-01-19,Terça-feira,3.75,True
35,136,4,2077-01-20,Quarta-feira,3.75,True
35,136,4,2077-01-21,Quinta-Feira,3.75,True
35,136,4,2077-01-22,Sexta-feira,3.75,True
35,136,4,2077-01-25,Segunda-feira,0.0,False
35,136,4,2077-01-26,Terça-feira,3.75,True
35,136,4,2077-01-27,Quarta-feira,3.75,True
35,136,4,2077-01-28,Quinta-Feira,3.75,True
35,136,4,2077-01-29,Sexta-feira,3.75,True
35,137,4,2077-01-01,Sexta-feira,5.0,True
35,137,4,2077-01-02,Sábado,5.0,True
35,137,4,2077-01-04,Segunda-feira,0.0,False
35,137,4,2077-01-06,Quarta-feira,0.0,False
35,137,4,2077-01-07,Quinta-Feira,5.0,True
35,137,4,2077-01-08,Sexta-feira,5.0,True
35,137,4,2077-01-09,Sábado,5.0,True
35,137,4,2077-01-11,Segunda-feira,0.0,False
35,137,4,2077-01-13,Quarta-feira,0.0,False
35,137,4,2077-01-14,Quinta-Feira,5.0,True
35,137,4,2077-01-15,Sexta-feira,5.0,True
35,137,4,2077-01-16,Sábado,5.0,True
35,137,4,2077-01-18,Segunda-feira,0.0,False
35,137,4,2077-01-20,Quarta-feira,0.0,False
35,137,4,2077-01-21,Quinta-Feira,5.0,True
35,137,4,2077-01-22,Sexta-feira,5.0,True
35,137,4,2077-01-23,Sábado,5.0,True
35,137,4,2077-01-25,Segunda-feira,0.0,False
35,137,4,2077-01-27,Quarta-feira,0.0,False
35,137,4,2077-01-28,Quinta-Feira,5.0,True
35,137,4,2077-01-29,Sexta-feira,5.0,True
35,137,4,2077-01-30,Sábado,5.0,True
33,138,3,2077-01-01,Sexta-feira,4.44,True
33,138,3,2077-01-02,Sábado,4.44,True
33,138,3,2077-01-04,Segunda-feira,0.0,False
33,138,3,2077-01-05,Terça-feira,4.44,True
33,138,3,2077-01-07,Quinta-Feira,0.0,False
33,138,3,2077-01-08,Sexta-feira,4.44,True
33,138,3,2077-01-09,Sábado,4.44,True
33,138,3,2077-01-11,Segunda-feira,0.0,False
33,138,3,2077-01-12,Terça-feira,4.44,True
33,138,3,2077-01-14,Quinta-Feira,0.0,False
33,138,3,2077-01-15,Sexta-feira,4.44,True
33,138,3,2077-01-16,Sábado,4.44,True
33,138,3,2077-01-18,Segunda-feira,0.0,False
33,138,3,2077-01-19,Terça-feira,4.44,True
33,138,3,2077-01-21,Quinta-Feira,0.0,False
33,138,3,2077-01-22,Sexta-feira,4.44,True
