,lider,Agent_ID,nivel,Date,dias_semana,meta,trabalha
4720,55,153,5,2077-01-09,Sábado,4.8100000000000005,True
4721,55,153,5,2077-01-10,Domingo,4.8100000000000005,True
4722,55,153,5,2077-01-11,Segunda-feira,4.8100000000000005,True
4723,55,153,5,2077-01-12,Terça-feira,4.8100000000000005,True
4724,55,153,5,2077-01-13,Quarta-feira,0.0,False
4725,55,153,5,2077-01-14,Quinta-feira,0.0,False
4726,55,153,5,2077-01-15,Sexta-feira,4.8100000000000005,True
4727,55,153,5,2077-01-16,Sábado,4.8100000000000005,True
4728,55,153,5,2077-01-17,Domingo,4.8100000000000005,True
4729,55,153,5,2077-01-18,Segunda-feira,4.8100000000000005,True
4730,55,153,5,2077-01-19,Terça-feira,4.8100000000000005,True
4731,55,153,5,2077-01-20,Quarta-feira,0.0,False
4732,55,153,5,2077-01-21,Quinta-feira,0.0,False
4733,55,153,5,2077-01-22,Sexta-feira,4.8100000000000005,True
4734,55,153,5,2077-01-23,Sábado,4.8100000000000005,True
4735,55,153,5,2077-01-24,Domingo,0.0,False
4736,55,153,5,2077-01-25,Segunda-feira,4.8100000000000005,True
4737,55,153,5,2077-01-26,Terça-feira,4.8100000000000005,True
4738,55,153,5,2077-01-27,Quarta-feira,0.0,False
4739,55,153,5,2077-01-28,Quinta-feira,0.0,False
4740,55,153,5,2077-01-29,Sexta-feira,4.8100000000000005,True
4741,55,153,5,2077-01-30,Sábado,4.8100000000000005,True
4742,55,153,5,2077-01-31,Domingo,4.8100000000000005,True
4743,23,154,5,2077-01-01,Sexta-feira,5.2,True
4744,23,154,5,2077-01-02,Sábado,5.2,True
4745,23,154,5,2077-01-03,Domingo,5.2,True
4746,23,154,5,2077-01-04,Segunda-feira,5.2,True
4747,23,154,5,2077-01-05,Terça-feira,0.0,False
4748,23,154,5,2077-01-06,Quarta-feira,0.0,False
4749,23,154,5,2077-01-07,Quinta-feira,5.2,True
4750,23,154,5,2077-01-08,Sexta-feira,5.2,True
4751,23,154,5,2077-01-09,Sábado,5.2,True
4752,23,154,5,2077-01-10,Domingo,5.2,True
4753,23,154,5,2077-01-11,Segunda-feira,5.2,True
4754,23,154,5,2077-01-12,Terça-feira,0.0,False
4755,23,154,5,2077-01-13,Quarta-feira,0.0,False
4756,23,154,5,2077-01-14,Quinta-feira,5.2,True
4757,23,154,5,2077-01-15,Sexta-feira,5.2,True
4758,23,154,5,2077-01-16,Sábado,5.2,True
4759,23,154,5,2077-01-17,Domingo,5.2,True
4760,23,154,5,2077-01-18,Segunda-feira,5.2,True
4761,23,154,5,2077-01-19,Terça-feira,0.0,False
4762,23,154,5,2077-01-20,Quarta-feira,0.0,False
4763,23,154,5,2077-01-21,Quinta-feira,5.2,True
4764,23,154,5,2077-01-22,Sexta-feira,5.2,True
4765,23,154,5,2077-01-23,Sábado,5.2,True
4766,23,154,5,2077-01-24,Domingo,0.0,False
4767,23,154,5,2077-01-25,Segunda-feira,5.2,True
4768,23,154,5,2077-01-26,Terça-feira,0.0,False
4769,23,154,5,2077-01-27,Quarta-feira,0.0,False
4770,23,154,5,2077-01-28,Quinta-feira,5.2,True
4771,23,154,5,2077-01-29,Sexta-feira,5.2,True
4772,23,154,5,2077-01-30,Sábado,5.2,True
4773,23,154,5,2077-01-31,Domingo,5.2,True
4774,24,155,3,2077-01-01,Sexta-feira,0.0,False
4775,24,155,3,2077-01-02,Sábado,3.5999999999999996,True
4776,24,155,3,2077-01-03,Domingo,3.5999999999999996,True
4777,24,155,3,2077-01-04,Segunda-feira,3.5999999999999996,True
4778,24,155,3,2077-01-05,Terça-feira,3.5999999999999996,True
4779,24,155,3,2077-01-06,Quarta-feira,3.5999999999999996,True
4780,24,155,3,2077-01-07,Quinta-feira,0.0,False
4781,24,155,3,2077-01-08,Sexta-feira,0.0,False
4782,24,155,3,2077-01-09,Sábado,3.5999999999999996,True
4783,24,155,3,2077-01-10,Domingo,3.5999999999999996,True
4784,24,155,3,2077-01-11,Segunda-feira,3.5999999999999996,True
4785,24,155,3,2077-01-12,Terça-feira,3.5999999999999996,True
4786,24,155,3,2077-01-13,Quarta-feira,3.5999999999999996,True
4787,24,155,3,2077-01-14,Quinta-feira,0.0,False
4788,24,155,3,2077-01-15,Sexta-feira,0.0,False
4789,24,155,3,2077-01-16,Sábado,3.5999999999999996,True
4790,24,155,3,2077-01-17,Domingo,3.5999999999999996,True
4791,24,155,3,2077-01-18,Segunda-feira,3.5999999999999996,True
4792,24,155,3,2077-01-19,Terça-feira,3.5999999999999996,True
4793,24,155,3,2077-01-20,Quarta-feira,3.5999999999999996,True
4794,24,155,3,2077-01-21,Quinta-feira,0.0,False
4795,24,155,3,2077-01-22,Sexta-feira,0.0,False
4796,24,155,3,2077-01-23,Sábado,3.5999999999999996,True
4797,24,155,3,2077-01-24,Domingo,0.0,False
4798,24,155,3,2077-01-25,Segunda-feira,3.5999999999999996,True
4799,24,155,3,2077-01-26,Terça-feira,3.5999999999999996,True
4800,24,155,3,2077-01-27,Quarta-feira,3.5999999999999996,True
4801,24,155,3,2077-01-28,Quinta-feira,0.0,False
4802,24,155,3,2077-01-29,Sexta-feira,0.0,False
4803,24,155,3,2077-01-30,Sábado,3.5999999999999996,True
4804,24,155,3,2077-01-31,Domingo,3.5999999999999996,True
4805,37,156,2,2077-01-01,Sexta-feira,3.3000000000000003,True
4806,37,156,2,2077-01-02,Sábado,3.3000000000000003,True
4807,37,156,2,2077-01-03,Domingo,0.0,False
4808,37,156,2,2077-01-04,Segunda-feira,3.3000000000000003,True
4809,37,156,2,2077-01-05,Terça-feira,3.3000000000000003,True
4810,37,156,2,2077-01-06,Quarta-feira,3.3000000000000003,True
4811,37,156,2,2077-01-07,Quinta-feira,0.0,False
4812,37,156,2,2077-01-08,Sexta-feira,3.3000000000000003,True
4813,37,156,2,2077-01-09,Sábado,3.3000000000000003,True
4814,37,156,2,2077-01-10,Domingo,0.0,False
4815,37,156,2,2077-01-11,Segunda-feira,3.3000000000000003,True
4816,37,156,2,2077-01-12,Terça-feira,3.3000000000000003,True
4817,37,156,2,2077-01-13,Quarta-feira,3.3000000000000003,True
4818,37,156,2,2077-01-14,Quinta-feira,0.0,False
4819,37,156,2,2077-01-15,Sexta-feira,3.3000000000000003,True
4820,37,156,2,2077-01-16,Sábado,3.3000000000000003,True
4821,37,156,2,2077-01-17,Domingo,0.0,False
4822,37,156,2,2077-01-18,Segunda-feira,3.3000000000000003,True
4823,37,156,2,2077-01-19,Terça-feira,3.3000000000000003,True
4824,37,156,2,2077-01-20,Quarta-feira,3.3000000000000003,True
4825,37,156,2,2077-01-21,Quinta-feira,0.0,False
4826,37,156,2,2077-01-22,Sexta-feira,3.3000000000000003,True
4827,37,156,2,2077-01-23,Sábado,3.3000000000000003,True
4828,37,156,2,2077-01-24,Domingo,0.0,False
4829,37,156,2,2077-01-25,Segunda-feira,3.3000000000000003,True
4830,37,156,2,2077-01-26,Terça-feira,3.3000000000000003,True
4831,37,156,2,2077-01-27,Quarta-feira,3.3000000000000003,True
4832,37,156,2,2077-01-28,Quinta-feira,0.0,False
4833,37,156,2,2077-01-29,Sexta-feira,3.3000000000000003,True
4834,37,156,2,2077-01-30,Sábado,3.3000000000000003,True
4835,37,156,2,2077-01-31,Domingo,0.0,False
4836,35,157,5,2077-01-01,Sexta-feira,0.0,False
4837,35,157,5,2077-01-02,Sábado,4.8100000000000005,True
4838,35,157,5,2077-01-03,Domingo,0.0,False
4839,35,157,5,2077-01-04,Segunda-feira,4.8100000000000005,True
4840,35,157,5,2077-01-05,Terça-feira,4.8100000000000005,True
4841,35,157,5,2077-01-06,Quarta-feira,4.8100000000000005,True
4842,35,157,5,2077-01-07,Quinta-feira,4.8100000000000005,True
4843,35,157,5,2077-01-08,Sexta-feira,0.0,False
4844,35,157,5,2077-01-09,Sábado,4.8100000000000005,True
4845,35,157,5,2077-01-10,Domingo,0.0,False
4846,35,157,5,2077-01-11,Segunda-feira,4.8100000000000005,True
4847,35,157,5,2077-01-12,Terça-feira,4.8100000000000005,True
4848,35,157,5,2077-01-13,Quarta-feira,4.8100000000000005,True
4849,35,157,5,2077-01-14,Quinta-feira,4.8100000000000005,True
4850,35,157,5,2077-01-15,Sexta-feira,0.0,False
4851,35,157,5,2077-01-16,Sábado,4.8100000000000005,True
4852,35,157,5,2077-01-17,Domingo,0.0,False
4853,35,157,5,2077-01-18,Segunda-feira,4.8100000000000005,True
4854,35,157,5,2077-01-19,Terça-feira,4.8100000000000005,True
4855,35,157,5,2077-01-20,Quarta-feira,4.8100000000000005,True
4856,35,157,5,2077-01-21,Quinta-feira,4.8100000000000005,True
4857,35,157,5,2077-01-22,Sexta-feira,0.0,False
4858,35,157,5,2077-01-23,Sábado,4.8100000000000005,True
4859,35,157,5,2077-01-24,Domingo,0.0,False
4860,35,157,5,2077-01-25,Segunda-feira,4.8100000000000005,True
4861,35,157,5,2077-01-26,Terça-feira,4.8100000000000005,True
4862,35,157,5,2077-01-27,Quarta-feira,4.8100000000000005,True
4863,35,157,5,2077-01-28,Quinta-feira,4.8100000000000005,True
4864,35,157,5,2077-01-29,Sexta-feira,0.0,False
4865,35,157,5,2077-01-30,Sábado,4.8100000000000005,True
4866,35,157,5,2077-01-31,Domingo,0.0,False
4867,44,158,4,2077-01-01,Sexta-feira,0.0,False
4868,44,158,4,2077-01-02,Sábado,4.625,True
4869,44,158,4,2077-01-03,Domingo,0.0,False
4870,44,158,4,2077-01-04,Segunda-feira,4.625,True
4871,44,158,4,2077-01-05,Terça-feira,4.625,True
4872,44,158,4,2077-01-06,Quarta-feira,4.625,True
4873,44,158,4,2077-01-07,Quinta-feira,4.625,True
4874,44,158,4,2077-01-08,Sexta-feira,0.0,False
4875,44,158,4,2077-01-09,Sábado,4.625,True
4876,44,158,4,2077-01-10,Domingo,0.0,False
4877,44,158,4,2077-01-11,Segunda-feira,4.625,True
4878,44,158,4,2077-01-12,Terça-feira,4.625,True
4879,44,158,4,2077-01-13,Quarta-feira,4.625,True
4880,44,158,4,2077-01-14,Quinta-feira,4.625,True
4881,44,158,4,2077-01-15,Sexta-feira,0.0,False
4882,44,158,4,2077-01-16,Sábado,4.625,True
4883,44,158,4,2077-01-17,Domingo,0.0,False
4884,44,158,4,2077-01-18,Segunda-feira,4.625,True
4885,44,158,4,2077-01-19,Terça-feira,4.625,True
4886,44,158,4,2077-01-20,Quarta-feira,4.625,True
4887,44,158,4,2077-01-21,Quinta-feira,4.625,True
4888,44,158,4,2077-01-22,Sexta-feira,0.0,False
4889,44,158,4,2077-01-23,Sábado,4.625,True
4890,44,158,4,2077-01-24,Domingo,0.0,False
4891,44,158,4,2077-01-25,Segunda-feira,4.625,True
4892,44,158,4,2077-01-26,Terça-feira,4.625,True
4893,44,158,4,2077-01-27,Quarta-feira,4.625,True
4894,44,158,4,2077-01-28,Quinta-feira,4.625,True
4895,44,158,4,2077-01-29,Sexta-feira,0.0,False
4896,44,158,4,2077-01-30,Sábado,4.625,True
4897,44,158,4,2077-01-31,Domingo,0.0,False
4898,40,159,5,2077-01-01,Sexta-feira,3.9000000000000004,True
4899,40,159,5,2077-01-02,Sábado,3.9000000000000004,True
4900,40,159,5,2077-01-03,Domingo,3.9000000000000004,True
4901,40,159,5,2077-01-04,Segunda-feira,0.0,False
4902,40,159,5,2077-01-05,Terça-feira,0.0,False
4903,40,159,5,2077-01-06,Quarta-feira,3.9000000000000004,True
4904,40,159,5,2077-01-07,Quinta-feira,3.9000000000000004,True
4905,40,159,5,2077-01-08,Sexta-feira,3.9000000000000004,True
4906,40,159,5,2077-01-09,Sábado,3.9000000000000004,True
4907,40,159,5,2077-01-10,Domingo,3.9000000000000004,True
4908,40,159,5,2077-01-11,Segunda-feira,0.0,False
4909,40,159,5,2077-01-12,Terça-feira,0.0,False
4910,40,159,5,2077-01-13,Quarta-feira,3.9000000000000004,True
4911,40,159,5,2077-01-14,Quinta-feira,3.9000000000000004,True
4912,40,159,5,2077-01-15,Sexta-feira,3.9000000000000004,True
4913,40,159,5,2077-01-16,Sábado,3.9000000000000004,True
4914,40,159,5,2077-01-17,Domingo,3.9000000000000004,True
4915,40,159,5,2077-01-18,Segunda-feira,0.0,False
4916,40,159,5,2077-01-19,Terça-feira,0.0,False
4917,40,159,5,2077-01-20,Quarta-feira,3.9000000000000004,True
4918,40,159,5,2077-01-21,Quinta-feira,3.9000000000000004,True
4919,40,159,5,2077-01-22,Sexta-feira,3.9000000000000004,True
4920,40,159,5,2077-01-23,Sábado,3.9000000000000004,True
4921,40,159,5,2077-01-24,Domingo,0.0,False
4922,40,159,5,2077-01-25,Segunda-feira,0.0,False
4923,40,159,5,2077-01-26,Terça-feira,0.0,False
4924,40,159,5,2077-01-27,Quarta-feira,3.9000000000000004,True
4925,40,159,5,2077-01-28,Quinta-feira,3.9000000000000004,True
4926,40,159,5,2077-01-29,Sexta-feira,3.9000000000000004,True
4927,40,159,5,2077-01-30,Sábado,3.9000000000000004,True
4928,40,159,5,2077-01-31,Domingo,3.9000000000000004,True
4929,22,160,4,2077-01-01,Sexta-feira,5.0,True
4930,22,160,4,2077-01-02,Sábado,5.0,True
4931,22,160,4,2077-01-03,Domingo,0.0,False
4932,22,160,4,2077-01-04,Segunda-feira,5.0,True
4933,22,160,4,2077-01-05,Terça-feira,5.0,True
4934,22,160,4,2077-01-06,Quarta-feira,5.0,True
4935,22,160,4,2077-01-07,Quinta-feira,0.0,False
4936,22,160,4,2077-01-08,Sexta-feira,5.0,True
4937,22,160,4,2077-01-09,Sábado,5.0,True
4938,22,160,4,2077-01-10,Domingo,0.0,False
4939,22,160,4,2077-01-11,Segunda-feira,5.0,True
4940,22,160,4,2077-01-12,Terça-feira,5.0,True
4941,22,160,4,2077-01-13,Quarta-feira,5.0,True
4942,22,160,4,2077-01-14,Quinta-feira,0.0,False
4943,22,160,4,2077-01-15,Sexta-feira,5.0,True
4944,22,160,4,2077-01-16,Sábado,5.0,True
4945,22,160,4,2077-01-17,Domingo,0.0,False
4946,22,160,4,2077-01-18,Segunda-feira,5.0,True
4947,22,160,4,2077-01-19,Terça-feira,5.0,True
4948,22,160,4,2077-01-20,Quarta-feira,5.0,True
4949,22,160,4,2077-01-21,Quinta-feira,0.0,False
4950,22,160,4,2077-01-22,Sexta-feira,5.0,True
4951,22,160,4,2077-01-23,Sábado,5.0,True
4952,22,160,4,2077-01-24,Domingo,0.0,False
4953,22,160,4,2077-01-25,Segunda-feira,5.0,True
4954,22,160,4,2077-01-26,Terça-feira,5.0,True
4955,22,160,4,2077-01-27,Quarta-feira,5.0,True
4956,22,160,4,2077-01-28,Quinta-feira,0.0,False
4957,22,160,4,2077-01-29,Sexta-feira,5.0,True
4958,22,160,4,2077-01-30,Sábado,5.0,True
4959,22,160,4,2077-01-31,Domingo,0.0,False
4960,27,161,3,2077-01-01,Sexta-feira,0.0,False
4961,27,161,3,2077-01-02,Sábado,0.0,False
4962,27,161,3,2077-01-03,Domingo,4.44,True
4963,27,161,3,2077-01-04,Segunda-feira,4.44,True
4964,27,161,3,2077-01-05,Terça-feira,4.44,True
4965,27,161,3,2077-01-06,Quarta-feira,4.44,True
4966,27,161,3,2077-01-07,Quinta-feira,4.44,True
4967,27,161,3,2077-01-08,Sexta-feira,0.0,False
4968,27,161,3,2077-01-09,Sábado,0.0,False
4969,27,161,3,2077-01-10,Domingo,4.44,True
4970,27,161,3,2077-01-11,Segunda-feira,4.44,True
4971,27,161,3,2077-01-12,Terça-feira,4.44,True
4972,27,161,3,2077-01-13,Quarta-feira,4.44,True
4973,27,161,3,2077-01-14,Quinta-feira,4.44,True
4974,27,161,3,2077-01-15,Sexta-feira,0.0,False
4975,27,161,3,2077-01-16,Sábado,0.0,False
4976,27,161,3,2077-01-17,Domingo,4.44,True
4977,27,161,3,2077-01-18,Segunda-feira,4.44,True
4978,27,161,3,2077-01-19,Terça-feira,4.44,True
4979,27,161,3,2077-01-20,Quarta-feira,4.44,True
4980,27,161,3,2077-01-21,Quinta-feira,4.44,True
4981,27,161,3,2077-01-22,Sexta-feira,0.0,False
4982,27,161,3,2077-01-23,Sábado,0.0,False
4983,27,161,3,2077-01-24,Domingo,0.0,False
4984,27,161,3,2077-01-25,Segunda-feira,4.44,True
4985,27,161,3,2077-01-26,Terça-feira,4.44,True
4986,27,161,3,2077-01-27,Quarta-feira,4.44,True
4987,27,161,3,2077-01-28,Quinta-feira,4.44,True
4988,27,161,3,2077-01-29,Sexta-feira,0.0,False
4989,27,161,3,2077-01-30,Sábado,0.0,False
4990,27,161,3,2077-01-31,Domingo,4.44,True
4991,35,162,5,2077-01-01,Sexta-feira,0.0,False
4992,35,162,5,2077-01-02,Sábado,4.8100000000000005,True
4993,35,162,5,2077-01-03,Domingo,0.0,False
4994,35,162,5,2077-01-04,Segunda-feira,4.8100000000000005,True
4995,35,162,5,2077-01-05,Terça-feira,4.8100000000000005,True
4996,35,162,5,2077-01-06,Quarta-feira,4.8100000000000005,True
4997,35,162,5,2077-01-07,Quinta-feira,4.8100000000000005,True
4998,35,162,5,2077-01-08,Sexta-feira,0.0,False
4999,35,162,5,2077-01-09,Sábado,4.8100000000000005,True
5000,35,162,5,2077-01-10,Domingo,0.0,False
5001,35,162,5,2077-01-11,Segunda-feira,4.8100000000000005,True
5002,35,162,5,2077-01-12,Terça-feira,4.8100000000000005,True
5003,35,162,5,2077-01-13,Quarta-feira,4.8100000000000005,True
5004,35,162,5,2077-01-14,Quinta-feira,4.8100000000000005,True
5005,35,162,5,2077-01-15,Sexta-feira,0.0,False
5006,35,162,5,2077-01-16,Sábado,4.8100000000000005,True
5007,35,162,5,2077-01-17,Domingo,0.0,False
5008,35,162,5,2077-01-18,Segunda-feira,4.8100000000000005,True
5009,35,162,5,2077-01-19,Terça-feira,4.8100000000000005,True
5010,35,162,5,2077-01-20,Quarta-feira,4.8100000000000005,True
5011,35,162,5,2077-01-21,Quinta-feira,4.8100000000000005,True
5012,35,162,5,2077-01-22,Sexta-feira,0.0,False
5013,35,162,5,2077-01-23,Sábado,4.8100000000000005,True
5014,35,162,5,2077-01-24,Domingo,0.0,False
5015,35,162,5,2077-01-25,Segunda-feira,4.8100000000000005,True
5016,35,162,5,2077-01-26,Terça-feira,4.8100000000000005,True
5017,35,162,5,2077-01-27,Quarta-feira,4.8100000000000005,True
5018,35,162,5,2077-01-28,Quinta-feira,4.8100000000000005,True
5019,35,162,5,2077-01-29,Sexta-feira,0.0,False
5020,35,162,5,2077-01-30,Sábado,4.8100000000000005,True
5021,35,162,5,2077-01-31,Domingo,0.0,False
5022,1,163,4,2077-01-01,Sexta-feira,3.75,True
5023,1,163,4,2077-01-02,Sábado,3.75,True
5024,1,163,4,2077-01-03,Domingo,3.75,True
5025,1,163,4,2077-01-04,Segunda-feira,3.75,True
5026,1,163,4,2077-01-05,Terça-feira,0.0,False
5027,1,163,4,2077-01-06,Quarta-feira,0.0,False
5028,1,163,4,2077-01-07,Quinta-feira,3.75,True
5029,1,163,4,2077-01-08,Sexta-feira,3.75,True
5030,1,163,4,2077-01-09,Sábado,3.75,True
5031,1,163,4,2077-01-10,Domingo,3.75,True
5032,1,163,4,2077-01-11,Segunda-feira,3.75,True
5033,1,163,4,2077-01-12,Terça-feira,0.0,False
5034,1,163,4,2077-01-13,Quarta-feira,0.0,False
5035,1,163,4,2077-01-14,Quinta-feira,3.75,True
5036,1,163,4,2077-01-15,Sexta-feira,3.75,True
5037,1,163,4,2077-01-16,Sábado,3.75,True
5038,1,163,4,2077-01-17,Domingo,3.75,True
5039,1,163,4,2077-01-18,Segunda-feira,3.75,True
5040,1,163,4,2077-01-19,Terça-feira,0.0,False
5041,1,163,4,2077-01-20,Quarta-feira,0.0,False
5042,1,163,4,2077-01-21,Quinta-feira,3.75,True
5043,1,163,4,2077-01-22,Sexta-feira,3.75,True
5044,1,163,4,2077-01-23,Sábado,3.75,True
5045,1,163,4,2077-01-24,Domingo,0.0,False
5046,1,163,4,2077-01-25,Segunda-feira,3.75,True
5047,1,163,4,2077-01-26,Terça-feira,0.0,False
5048,1,163,4,2077-01-27,Quarta-feira,0.0,False
5049,1,163,4,2077-01-28,Quinta-feira,3.75,True
5050,1,163,4,2077-01-29,Sexta-feira,3.75,True
5051,1,163,4,2077-01-30,Sábado,3.75,True
5052,1,163,4,2077-01-31,Domingo,3.75,True
5053,35,164,3,2077-01-01,Sexta-feira,4.8,True
5054,35,164,3,2077-01-02,Sábado,4.8,True
5055,35,164,3,2077-01-03,Domingo,4.8,True
5056,35,164,3,2077-01-04,Segunda-feira,4.8,True
5057,35,164,3,2077-01-05,Terça-feira,0.0,False
5058,35,164,3,2077-01-06,Quarta-feira,4.8,True
5059,35,164,3,2077-01-07,Quinta-feira,0.0,False
5060,35,164,3,2077-01-08,Sexta-feira,4.8,True
5061,35,164,3,2077-01-09,Sábado,4.8,True
5062,35,164,3,2077-01-10,Domingo,4.8,True
5063,35,164,3,2077-01-11,Segunda-feira,4.8,True
5064,35,164,3,2077-01-12,Terça-feira,0.0,False
5065,35,164,3,2077-01-13,Quarta-feira,4.8,True
5066,35,164,3,2077-01-14,Quinta-feira,0.0,False
5067,35,164,3,2077-01-15,Sexta-feira,4.8,True
5068,35,164,3,2077-01-16,Sábado,4.8,True
5069,35,164,3,2077-01-17,Domingo,4.8,True
5070,35,164,3,2077-01-18,Segunda-feira,4.8,True
5071,35,164,3,2077-01-19,Terça-feira,0.0,False
5072,35,164,3,2077-01-20,Quarta-feira,4.8,True
5073,35,164,3,2077-01-21,Quinta-feira,0.0,False
5074,35,164,3,2077-01-22,Sexta-feira,4.8,True
5075,35,164,3,2077-01-23,Sábado,4.8,True
5076,35,164,3,2077-01-24,Domingo,0.0,False
5077,35,164,3,2077-01-25,Segunda-feira,4.8,True
5078,35,164,3,2077-01-26,Terça-feira,0.0,False
5079,35,164,3,2077-01-27,Quarta-feira,4.8,True
5080,35,164,3,2077-01-28,Quinta-feira,0.0,False
5081,35,164,3,2077-01-29,Sexta-feira,4.8,True
5082,35,164,3,2077-01-30,Sábado,4.8,True
5083,35,164,3,2077-01-31,Domingo,4.8,True
5084,37,165,2,2077-01-01,Sexta-feira,0.0,False
5085,37,165,2,2077-01-02,Sábado,3.3000000000000003,True
5086,37,165,2,2077-01-03,Domingo,0.0,False
5087,37,165,2,2077-01-04,Segunda-feira,3.3000000000000003,True
5088,37,165,2,2077-01-05,Terça-feira,3.3000000000000003,True
5089,37,165,2,2077-01-06,Quarta-feira,3.3000000000000003,True
5090,37,165,2,2077-01-07,Quinta-feira,3.3000000000000003,True
5091,37,165,2,2077-01-08,Sexta-feira,0.0,False
5092,37,165,2,2077-01-09,Sábado,3.3000000000000003,True
5093,37,165,2,2077-01-10,Domingo,0.0,False
5094,37,165,2,2077-01-11,Segunda-feira,3.3000000000000003,True
5095,37,165,2,2077-01-12,Terça-feira,3.3000000000000003,True
5096,37,165,2,2077-01-13,Quarta-feira,3.3000000000000003,True
5097,37,165,2,2077-01-14,Quinta-feira,3.3000000000000003,True
5098,37,165,2,2077-01-15,Sexta-feira,0.0,False
5099,37,165,2,2077-01-16,Sábado,3.3000000000000003,True
5100,37,165,2,2077-01-17,Domingo,0.0,False
5101,37,165,2,2077-01-18,Segunda-feira,3.3000000000000003,True
5102,37,165,2,2077-01-19,Terça-feira,3.3000000000000003,True
5103,37,165,2,2077-01-20,Quarta-feira,3.3000000000000003,True
5104,37,165,2,2077-01-21,Quinta-feira,3.3000000000000003,True
5105,37,165,2,2077-01-22,Sexta-feira,0.0,False
5106,37,165,2,2077-01-23,Sábado,3.3000000000000003,True
5107,37,165,2,2077-01-24,Domingo,0.0,False
5108,37,165,2,2077-01-25,Segunda-feira,3.3000000000000003,True
5109,37,165,2,2077-01-26,Terça-feira,3.3000000000000003,True
5110,37,165,2,2077-01-27,Quarta-feira,3.3000000000000003,True
5111,37,165,2,2077-01-28,Quinta-feira,3.3000000000000003,True
5112,37,165,2,2077-01-29,Sexta-feira,0.0,False
5113,37,165,2,2077-01-30,Sábado,3.3000000000000003,True
5114,37,165,2,2077-01-31,Domingo,0.0,False
5115,47,166,4,2077-01-01,Sexta-feira,5.0,True
5116,47,166,4,2077-01-02,Sábado,0.0,False
5117,47,166,4,2077-01-03,Domingo,0.0,False
5118,47,166,4,2077-01-04,Segunda-feira,5.0,True
5119,47,166,4,2077-01-05,Terça-feira,5.0,True
5120,47,166,4,2077-01-06,Quarta-feira,5.0,True
5121,47,166,4,2077-01-07,Quinta-feira,5.0,True
5122,47,166,4,2077-01-08,Sexta-feira,5.0,True
5123,47,166,4,2077-01-09,Sábado,0.0,False
5124,47,166,4,2077-01-10,Domingo,0.0,False
5125,47,166,4,2077-01-11,Segunda-feira,5.0,True
5126,47,166,4,2077-01-12,Terça-feira,5.0,True
5127,47,166,4,2077-01-13,Quarta-feira,5.0,True
5128,47,166,4,2077-01-14,Quinta-feira,5.0,True
5129,47,166,4,2077-01-15,Sexta-feira,5.0,True
5130,47,166,4,2077-01-16,Sábado,0.0,False
5131,47,166,4,2077-01-17,Domingo,0.0,False
5132,47,166,4,2077-01-18,Segunda-feira,5.0,True
5133,47,166,4,2077-01-19,Terça-feira,5.0,True
5134,47,166,4,2077-01-20,Quarta-feira,5.0,True
5135,47,166,4,2077-01-21,Quinta-feira,5.0,True
5136,47,166,4,2077-01-22,Sexta-feira,5.0,True
5137,47,166,4,2077-01-23,Sábado,0.0,False
5138,47,166,4,2077-01-24,Domingo,0.0,False
5139,47,166,4,2077-01-25,Segunda-feira,5.0,True
5140,47,166,4,2077-01-26,Terça-feira,5.0,True
5141,47,166,4,2077-01-27,Quarta-feira,5.0,True
5142,47,166,4,2077-01-28,Quinta-feira,5.0,True
5143,47,166,4,2077-01-29,Sexta-feira,5.0,True
5144,47,166,4,2077-01-30,Sábado,0.0,False
5145,47,166,4,2077-01-31,Domingo,0.0,False
5146,14,167,2,2077-01-01,Sexta-feira,4.4,True
5147,14,167,2,2077-01-02,Sábado,4.4,True
5148,14,167,2,2077-01-03,Domingo,0.0,False
5149,14,167,2,2077-01-04,Segunda-feira,0.0,False
5150,14,167,2,2077-01-05,Terça-feira,4.4,True
5151,14,167,2,2077-01-06,Quarta-feira,4.4,True
5152,14,167,2,2077-01-07,Quinta-feira,4.4,True
5153,14,167,2,2077-01-08,Sexta-feira,4.4,True
5154,14,167,2,2077-01-09,Sábado,4.4,True
5155,14,167,2,2077-01-10,Domingo,0.0,False
5156,14,167,2,2077-01-11,Segunda-feira,0.0,False
5157,14,167,2,2077-01-12,Terça-feira,4.4,True
5158,14,167,2,2077-01-13,Quarta-feira,4.4,True
5159,14,167,2,2077-01-14,Quinta-feira,4.4,True
5160,14,167,2,2077-01-15,Sexta-feira,4.4,True
5161,14,167,2,2077-01-16,Sábado,4.4,True
5162,14,167,2,2077-01-17,Domingo,0.0,False
5163,14,167,2,2077-01-18,Segunda-feira,0.0,False
5164,14,167,2,2077-01-19,Terça-feira,4.4,True
5165,14,167,2,2077-01-20,Quarta-feira,4.4,True
5166,14,167,2,2077-01-21,Quinta-feira,4.4,True
5167,14,167,2,2077-01-22,Sexta-feira,4.4,True
5168,14,167,2,2077-01-23,Sábado,4.4,True
5169,14,167,2,2077-01-24,Domingo,0.0,False
5170,14,167,2,2077-01-25,Segunda-feira,0.0,False
5171,14,167,2,2077-01-26,Terça-feira,4.4,True
5172,14,167,2,2077-01-27,Quarta-feira,4.4,True
5173,14,167,2,2077-01-28,Quinta-feira,4.4,True
5174,14,167,2,2077-01-29,Sexta-feira,4.4,True
5175,14,167,2,2077-01-30,Sábado,4.4,True
5176,14,167,2,2077-01-31,Domingo,0.0,False
5177,3,168,2,2077-01-01,Sexta-feira,4.4,True
